SesionID,Comision,NumeroSesion,Fecha,TotalAsistentes,TotalPresencial,TotalRemotos,TotalAusentes,Nombre,Asistencia,id
7,Ética,Sesión N° 5,2021-07-28T10:00:00,15,14,1,2,"Quinteros Cáceres, María Elisa",ASISTENCIA PRESENCIAL,1
7,Ética,Sesión N° 5,2021-07-28T10:00:00,15,14,1,2,"Silva Mora, Luciano",ASISTENCIA PRESENCIAL,1
7,Ética,Sesión N° 5,2021-07-28T10:00:00,15,14,1,2,"Vidal Hernández, Loreto",ASISTENCIA PRESENCIAL,1
7,Ética,Sesión N° 5,2021-07-28T10:00:00,15,14,1,2,"Viera Álvarez, Christian",ASISTENCIA PRESENCIAL,1
7,Ética,Sesión N° 5,2021-07-28T10:00:00,15,14,1,2,"Zúñiga Jory, Luis Arturo",ASISTENCIA PRESENCIAL,1
15,Ética,Sesión N° 6,2021-07-29T15:00:00,16,15,1,1,"Abarca González, Damaris",ASISTENCIA PRESENCIAL,1
15,Ética,Sesión N° 6,2021-07-29T15:00:00,16,15,1,1,"Andrade León, Cristóbal",ASISTENCIA PRESENCIAL,1
15,Ética,Sesión N° 6,2021-07-29T15:00:00,16,15,1,1,"Galleguillos Aymani, Félix",ASISTENCIA PRESENCIAL,1
15,Ética,Sesión N° 6,2021-07-29T15:00:00,16,15,1,1,"Arauna Urrutia, Francisca",ASISTENCIA PRESENCIAL,1
15,Ética,Sesión N° 6,2021-07-29T15:00:00,16,15,1,1,"Baranda Ferrán, Benito",ASISTENCIA PRESENCIAL,1
15,Ética,Sesión N° 6,2021-07-29T15:00:00,16,15,1,1,"Barraza Gómez, Marcos",ASISTENCIA PRESENCIAL,1
15,Ética,Sesión N° 6,2021-07-29T15:00:00,16,15,1,1,"Castillo Boilet, María Trinidad",ASISTENCIA PRESENCIAL,1
15,Ética,Sesión N° 6,2021-07-29T15:00:00,16,15,1,1,"De la Maza Bañados, Bernardo",ASISTENCIA PRESENCIAL,1
15,Ética,Sesión N° 6,2021-07-29T15:00:00,16,15,1,1,"Gallardo Prado, Bessy",NO ASISTE,1
15,Ética,Sesión N° 6,2021-07-29T15:00:00,16,15,1,1,"González Calderón, Lidia",ASISTENCIA PRESENCIAL,1
15,Ética,Sesión N° 6,2021-07-29T15:00:00,16,15,1,1,"Hurtado Roco, Maximiliano",ASISTENCIA PRESENCIAL,1
15,Ética,Sesión N° 6,2021-07-29T15:00:00,16,15,1,1,"Montealegre Navarro, Katerine",ASISTENCIA PRESENCIAL,1
15,Ética,Sesión N° 6,2021-07-29T15:00:00,16,15,1,1,"Quinteros Cáceres, María Elisa",ASISTENCIA REMOTA,1
15,Ética,Sesión N° 6,2021-07-29T15:00:00,16,15,1,1,"Silva Mora, Luciano",ASISTENCIA PRESENCIAL,1
15,Ética,Sesión N° 6,2021-07-29T15:00:00,16,15,1,1,"Vidal Hernández, Loreto",ASISTENCIA PRESENCIAL,1
15,Ética,Sesión N° 6,2021-07-29T15:00:00,16,15,1,1,"Viera Álvarez, Christian",ASISTENCIA PRESENCIAL,1
15,Ética,Sesión N° 6,2021-07-29T15:00:00,16,15,1,1,"Zúñiga Jory, Luis Arturo",ASISTENCIA PRESENCIAL,1
16,Ética,Sesión N° 7,2021-07-30T10:00:00,16,14,2,1,"Abarca González, Damaris",ASISTENCIA PRESENCIAL,1
16,Ética,Sesión N° 7,2021-07-30T10:00:00,16,14,2,1,"Andrade León, Cristóbal",ASISTENCIA PRESENCIAL,1
16,Ética,Sesión N° 7,2021-07-30T10:00:00,16,14,2,1,"Galleguillos Aymani, Félix",ASISTENCIA PRESENCIAL,1
16,Ética,Sesión N° 7,2021-07-30T10:00:00,16,14,2,1,"Arauna Urrutia, Francisca",ASISTENCIA PRESENCIAL,1
16,Ética,Sesión N° 7,2021-07-30T10:00:00,16,14,2,1,"Baranda Ferrán, Benito",ASISTENCIA PRESENCIAL,1
16,Ética,Sesión N° 7,2021-07-30T10:00:00,16,14,2,1,"Barraza Gómez, Marcos",ASISTENCIA PRESENCIAL,1
16,Ética,Sesión N° 7,2021-07-30T10:00:00,16,14,2,1,"Castillo Boilet, María Trinidad",ASISTENCIA PRESENCIAL,1
16,Ética,Sesión N° 7,2021-07-30T10:00:00,16,14,2,1,"De la Maza Bañados, Bernardo",ASISTENCIA PRESENCIAL,1
16,Ética,Sesión N° 7,2021-07-30T10:00:00,16,14,2,1,"Gallardo Prado, Bessy",NO ASISTE,1
16,Ética,Sesión N° 7,2021-07-30T10:00:00,16,14,2,1,"González Calderón, Lidia",ASISTENCIA PRESENCIAL,1
16,Ética,Sesión N° 7,2021-07-30T10:00:00,16,14,2,1,"Hurtado Roco, Maximiliano",ASISTENCIA PRESENCIAL,1
16,Ética,Sesión N° 7,2021-07-30T10:00:00,16,14,2,1,"Montealegre Navarro, Katerine",ASISTENCIA REMOTA,1
16,Ética,Sesión N° 7,2021-07-30T10:00:00,16,14,2,1,"Quinteros Cáceres, María Elisa",ASISTENCIA PRESENCIAL,1
16,Ética,Sesión N° 7,2021-07-30T10:00:00,16,14,2,1,"Silva Mora, Luciano",ASISTENCIA PRESENCIAL,1
16,Ética,Sesión N° 7,2021-07-30T10:00:00,16,14,2,1,"Vidal Hernández, Loreto",ASISTENCIA PRESENCIAL,1
16,Ética,Sesión N° 7,2021-07-30T10:00:00,16,14,2,1,"Viera Álvarez, Christian",ASISTENCIA REMOTA,1
16,Ética,Sesión N° 7,2021-07-30T10:00:00,16,14,2,1,"Zúñiga Jory, Luis Arturo",ASISTENCIA PRESENCIAL,1
8,Ética,Sesión N° 8,2021-08-02T15:30:00,17,15,2,0,"Abarca González, Damaris",ASISTENCIA REMOTA,1
8,Ética,Sesión N° 8,2021-08-02T15:30:00,17,15,2,0,"Andrade León, Cristóbal",ASISTENCIA PRESENCIAL,1
8,Ética,Sesión N° 8,2021-08-02T15:30:00,17,15,2,0,"Galleguillos Aymani, Félix",ASISTENCIA PRESENCIAL,1
8,Ética,Sesión N° 8,2021-08-02T15:30:00,17,15,2,0,"Arauna Urrutia, Francisca",ASISTENCIA PRESENCIAL,1
8,Ética,Sesión N° 8,2021-08-02T15:30:00,17,15,2,0,"Baranda Ferrán, Benito",ASISTENCIA PRESENCIAL,1
8,Ética,Sesión N° 8,2021-08-02T15:30:00,17,15,2,0,"Barraza Gómez, Marcos",ASISTENCIA PRESENCIAL,1
8,Ética,Sesión N° 8,2021-08-02T15:30:00,17,15,2,0,"Castillo Boilet, María Trinidad",ASISTENCIA PRESENCIAL,1
8,Ética,Sesión N° 8,2021-08-02T15:30:00,17,15,2,0,"De la Maza Bañados, Bernardo",ASISTENCIA PRESENCIAL,1
8,Ética,Sesión N° 8,2021-08-02T15:30:00,17,15,2,0,"Gallardo Prado, Bessy",ASISTENCIA PRESENCIAL,1
8,Ética,Sesión N° 8,2021-08-02T15:30:00,17,15,2,0,"González Calderón, Lidia",ASISTENCIA PRESENCIAL,1
8,Ética,Sesión N° 8,2021-08-02T15:30:00,17,15,2,0,"Hurtado Roco, Maximiliano",ASISTENCIA PRESENCIAL,1
8,Ética,Sesión N° 8,2021-08-02T15:30:00,17,15,2,0,"Montealegre Navarro, Katerine",ASISTENCIA PRESENCIAL,1
8,Ética,Sesión N° 8,2021-08-02T15:30:00,17,15,2,0,"Quinteros Cáceres, María Elisa",ASISTENCIA PRESENCIAL,1
8,Ética,Sesión N° 8,2021-08-02T15:30:00,17,15,2,0,"Silva Mora, Luciano",ASISTENCIA REMOTA,1
8,Ética,Sesión N° 8,2021-08-02T15:30:00,17,15,2,0,"Vidal Hernández, Loreto",ASISTENCIA PRESENCIAL,1
8,Ética,Sesión N° 8,2021-08-02T15:30:00,17,15,2,0,"Viera Álvarez, Christian",ASISTENCIA PRESENCIAL,1
8,Ética,Sesión N° 8,2021-08-02T15:30:00,17,15,2,0,"Zúñiga Jory, Luis Arturo",ASISTENCIA PRESENCIAL,1
9,Ética,Sesión N° 9,2021-08-03T15:30:00,16,14,2,1,"Abarca González, Damaris",ASISTENCIA PRESENCIAL,1
9,Ética,Sesión N° 9,2021-08-03T15:30:00,16,14,2,1,"Andrade León, Cristóbal",ASISTENCIA PRESENCIAL,1
9,Ética,Sesión N° 9,2021-08-03T15:30:00,16,14,2,1,"Galleguillos Aymani, Félix",ASISTENCIA PRESENCIAL,1
9,Ética,Sesión N° 9,2021-08-03T15:30:00,16,14,2,1,"Arauna Urrutia, Francisca",ASISTENCIA PRESENCIAL,1
9,Ética,Sesión N° 9,2021-08-03T15:30:00,16,14,2,1,"Baranda Ferrán, Benito",ASISTENCIA PRESENCIAL,1
9,Ética,Sesión N° 9,2021-08-03T15:30:00,16,14,2,1,"Barraza Gómez, Marcos",ASISTENCIA PRESENCIAL,1
9,Ética,Sesión N° 9,2021-08-03T15:30:00,16,14,2,1,"Castillo Boilet, María Trinidad",ASISTENCIA PRESENCIAL,1
9,Ética,Sesión N° 9,2021-08-03T15:30:00,16,14,2,1,"De la Maza Bañados, Bernardo",ASISTENCIA REMOTA,1
9,Ética,Sesión N° 9,2021-08-03T15:30:00,16,14,2,1,"Gallardo Prado, Bessy",ASISTENCIA PRESENCIAL,1
9,Ética,Sesión N° 9,2021-08-03T15:30:00,16,14,2,1,"González Calderón, Lidia",NO ASISTE,1
9,Ética,Sesión N° 9,2021-08-03T15:30:00,16,14,2,1,"Hurtado Roco, Maximiliano",ASISTENCIA PRESENCIAL,1
9,Ética,Sesión N° 9,2021-08-03T15:30:00,16,14,2,1,"Montealegre Navarro, Katerine",ASISTENCIA PRESENCIAL,1
9,Ética,Sesión N° 9,2021-08-03T15:30:00,16,14,2,1,"Quinteros Cáceres, María Elisa",ASISTENCIA PRESENCIAL,1
9,Ética,Sesión N° 9,2021-08-03T15:30:00,16,14,2,1,"Silva Mora, Luciano",ASISTENCIA PRESENCIAL,1
9,Ética,Sesión N° 9,2021-08-03T15:30:00,16,14,2,1,"Vidal Hernández, Loreto",ASISTENCIA REMOTA,1
9,Ética,Sesión N° 9,2021-08-03T15:30:00,16,14,2,1,"Viera Álvarez, Christian",ASISTENCIA PRESENCIAL,1
9,Ética,Sesión N° 9,2021-08-03T15:30:00,16,14,2,1,"Zúñiga Jory, Luis Arturo",ASISTENCIA PRESENCIAL,1
18,Ética,Sesión N° 10,2021-08-04T15:00:00,15,14,1,2,"Abarca González, Damaris",ASISTENCIA PRESENCIAL,1
18,Ética,Sesión N° 10,2021-08-04T15:00:00,15,14,1,2,"Andrade León, Cristóbal",ASISTENCIA PRESENCIAL,1
18,Ética,Sesión N° 10,2021-08-04T15:00:00,15,14,1,2,"Galleguillos Aymani, Félix",NO ASISTE,1
18,Ética,Sesión N° 10,2021-08-04T15:00:00,15,14,1,2,"Arauna Urrutia, Francisca",ASISTENCIA PRESENCIAL,1
18,Ética,Sesión N° 10,2021-08-04T15:00:00,15,14,1,2,"Baranda Ferrán, Benito",ASISTENCIA PRESENCIAL,1
18,Ética,Sesión N° 10,2021-08-04T15:00:00,15,14,1,2,"Barraza Gómez, Marcos",ASISTENCIA PRESENCIAL,1
18,Ética,Sesión N° 10,2021-08-04T15:00:00,15,14,1,2,"Castillo Boilet, María Trinidad",ASISTENCIA PRESENCIAL,1
18,Ética,Sesión N° 10,2021-08-04T15:00:00,15,14,1,2,"De la Maza Bañados, Bernardo",ASISTENCIA PRESENCIAL,1
18,Ética,Sesión N° 10,2021-08-04T15:00:00,15,14,1,2,"Gallardo Prado, Bessy",ASISTENCIA PRESENCIAL,1
18,Ética,Sesión N° 10,2021-08-04T15:00:00,15,14,1,2,"González Calderón, Lidia",NO ASISTE,1
18,Ética,Sesión N° 10,2021-08-04T15:00:00,15,14,1,2,"Hurtado Roco, Maximiliano",ASISTENCIA PRESENCIAL,1
18,Ética,Sesión N° 10,2021-08-04T15:00:00,15,14,1,2,"Montealegre Navarro, Katerine",ASISTENCIA REMOTA,1
18,Ética,Sesión N° 10,2021-08-04T15:00:00,15,14,1,2,"Quinteros Cáceres, María Elisa",ASISTENCIA PRESENCIAL,1
18,Ética,Sesión N° 10,2021-08-04T15:00:00,15,14,1,2,"Silva Mora, Luciano",ASISTENCIA PRESENCIAL,1
18,Ética,Sesión N° 10,2021-08-04T15:00:00,15,14,1,2,"Vidal Hernández, Loreto",ASISTENCIA PRESENCIAL,1
18,Ética,Sesión N° 10,2021-08-04T15:00:00,15,14,1,2,"Viera Álvarez, Christian",ASISTENCIA PRESENCIAL,1
18,Ética,Sesión N° 10,2021-08-04T15:00:00,15,14,1,2,"Zúñiga Jory, Luis Arturo",ASISTENCIA PRESENCIAL,1
19,Ética,Sesión N° 11,2021-08-04T15:30:00,17,4,13,0,"Abarca González, Damaris",ASISTENCIA REMOTA,1
19,Ética,Sesión N° 11,2021-08-04T15:30:00,17,4,13,0,"Andrade León, Cristóbal",ASISTENCIA REMOTA,1
19,Ética,Sesión N° 11,2021-08-04T15:30:00,17,4,13,0,"Galleguillos Aymani, Félix",ASISTENCIA PRESENCIAL,1
19,Ética,Sesión N° 11,2021-08-04T15:30:00,17,4,13,0,"Arauna Urrutia, Francisca",ASISTENCIA REMOTA,1
19,Ética,Sesión N° 11,2021-08-04T15:30:00,17,4,13,0,"Baranda Ferrán, Benito",ASISTENCIA REMOTA,1
19,Ética,Sesión N° 11,2021-08-04T15:30:00,17,4,13,0,"Barraza Gómez, Marcos",ASISTENCIA PRESENCIAL,1
19,Ética,Sesión N° 11,2021-08-04T15:30:00,17,4,13,0,"Castillo Boilet, María Trinidad",ASISTENCIA PRESENCIAL,1
19,Ética,Sesión N° 11,2021-08-04T15:30:00,17,4,13,0,"De la Maza Bañados, Bernardo",ASISTENCIA REMOTA,1
19,Ética,Sesión N° 11,2021-08-04T15:30:00,17,4,13,0,"Gallardo Prado, Bessy",ASISTENCIA REMOTA,1
19,Ética,Sesión N° 11,2021-08-04T15:30:00,17,4,13,0,"González Calderón, Lidia",ASISTENCIA REMOTA,1
19,Ética,Sesión N° 11,2021-08-04T15:30:00,17,4,13,0,"Hurtado Roco, Maximiliano",ASISTENCIA REMOTA,1
19,Ética,Sesión N° 11,2021-08-04T15:30:00,17,4,13,0,"Montealegre Navarro, Katerine",ASISTENCIA REMOTA,1
